Driver,Team,GridPosition,Position,ClassifiedPosition,Status,Points,Season,Race,RoundNumber
GRO,Haas F1 Team,0.0,16.0,16,+1 Lap,0.0,2020,Hungarian Grand Prix,3
GIO,Alfa Romeo Racing,19.0,17.0,17,+1 Lap,0.0,2020,Hungarian Grand Prix,3
RUS,Williams,12.0,18.0,18,+1 Lap,0.0,2020,Hungarian Grand Prix,3
LAT,Williams,15.0,19.0,19,+5 Laps,0.0,2020,Hungarian Grand Prix,3
GAS,AlphaTauri,10.0,20.0,R,Engine,0.0,2020,Hungarian Grand Prix,3
HAM,Mercedes,1.0,1.0,1,Finished,25.0,2020,British Grand Prix,4
VER,Red Bull Racing,3.0,2.0,2,Finished,19.0,2020,British Grand Prix,4
LEC,Ferrari,4.0,3.0,3,Finished,15.0,2020,British Grand Prix,4
RIC,Renault,8.0,4.0,4,Finished,12.0,2020,British Grand Prix,4
NOR,McLaren,5.0,5.0,5,Finished,10.0,2020,British Grand Prix,4
OCO,Renault,9.0,6.0,6,Finished,8.0,2020,British Grand Prix,4
GAS,AlphaTauri,11.0,7.0,7,Finished,6.0,2020,British Grand Prix,4
ALB,Red Bull Racing,12.0,8.0,8,Finished,4.0,2020,British Grand Prix,4
STR,Racing Point,6.0,9.0,9,Finished,2.0,2020,British Grand Prix,4
VET,Ferrari,10.0,10.0,10,Finished,1.0,2020,British Grand Prix,4
BOT,Mercedes,2.0,11.0,11,Finished,0.0,2020,British Grand Prix,4
RUS,Williams,20.0,12.0,12,Finished,0.0,2020,British Grand Prix,4
SAI,McLaren,7.0,13.0,13,Finished,0.0,2020,British Grand Prix,4
GIO,Alfa Romeo Racing,15.0,14.0,14,Finished,0.0,2020,British Grand Prix,4
LAT,Williams,18.0,15.0,15,Finished,0.0,2020,British Grand Prix,4
GRO,Haas F1 Team,17.0,16.0,16,Finished,0.0,2020,British Grand Prix,4
RAI,Alfa Romeo Racing,16.0,17.0,17,+1 Lap,0.0,2020,British Grand Prix,4
KVY,AlphaTauri,19.0,18.0,R,Accident,0.0,2020,British Grand Prix,4
MAG,Haas F1 Team,14.0,19.0,R,Collision,0.0,2020,British Grand Prix,4
HUL,Racing Point,13.0,20.0,W,Power Unit,0.0,2020,British Grand Prix,4
VER,Red Bull Racing,4.0,1.0,1,Finished,25.0,2020,70th Anniversary Grand Prix,5
HAM,Mercedes,2.0,2.0,2,Finished,19.0,2020,70th Anniversary Grand Prix,5
BOT,Mercedes,1.0,3.0,3,Finished,15.0,2020,70th Anniversary Grand Prix,5
LEC,Ferrari,8.0,4.0,4,Finished,12.0,2020,70th Anniversary Grand Prix,5
ALB,Red Bull Racing,9.0,5.0,5,Finished,10.0,2020,70th Anniversary Grand Prix,5
STR,Racing Point,6.0,6.0,6,Finished,8.0,2020,70th Anniversary Grand Prix,5
HUL,Racing Point,3.0,7.0,7,Finished,6.0,2020,70th Anniversary Grand Prix,5
OCO,Renault,14.0,8.0,8,Finished,4.0,2020,70th Anniversary Grand Prix,5
NOR,McLaren,10.0,9.0,9,Finished,2.0,2020,70th Anniversary Grand Prix,5
KVY,AlphaTauri,16.0,10.0,10,Finished,1.0,2020,70th Anniversary Grand Prix,5
GAS,AlphaTauri,7.0,11.0,11,Finished,0.0,2020,70th Anniversary Grand Prix,5
VET,Ferrari,11.0,12.0,12,Finished,0.0,2020,70th Anniversary Grand Prix,5
SAI,McLaren,12.0,13.0,13,Finished,0.0,2020,70th Anniversary Grand Prix,5
RIC,Renault,5.0,14.0,14,+1 Lap,0.0,2020,70th Anniversary Grand Prix,5
RAI,Alfa Romeo Racing,20.0,15.0,15,+1 Lap,0.0,2020,70th Anniversary Grand Prix,5
GRO,Haas F1 Team,13.0,16.0,16,+1 Lap,0.0,2020,70th Anniversary Grand Prix,5
GIO,Alfa Romeo Racing,19.0,17.0,17,+1 Lap,0.0,2020,70th Anniversary Grand Prix,5
RUS,Williams,15.0,18.0,18,+1 Lap,0.0,2020,70th Anniversary Grand Prix,5
LAT,Williams,18.0,19.0,19,+1 Lap,0.0,2020,70th Anniversary Grand Prix,5
MAG,Haas F1 Team,17.0,20.0,R,Retired,0.0,2020,70th Anniversary Grand Prix,5
HAM,Mercedes,1.0,1.0,1,Finished,25.0,2020,Spanish Grand Prix,6
VER,Red Bull Racing,3.0,2.0,2,Finished,18.0,2020,Spanish Grand Prix,6
BOT,Mercedes,2.0,3.0,3,Finished,16.0,2020,Spanish Grand Prix,6
STR,Racing Point,5.0,4.0,4,+1 Lap,12.0,2020,Spanish Grand Prix,6
PER,Racing Point,4.0,5.0,5,+1 Lap,10.0,2020,Spanish Grand Prix,6
SAI,McLaren,7.0,6.0,6,+1 Lap,8.0,2020,Spanish Grand Prix,6
VET,Ferrari,11.0,7.0,7,+1 Lap,6.0,2020,Spanish Grand Prix,6
ALB,Red Bull Racing,6.0,8.0,8,+1 Lap,4.0,2020,Spanish Grand Prix,6
GAS,AlphaTauri,10.0,9.0,9,+1 Lap,2.0,2020,Spanish Grand Prix,6
NOR,McLaren,8.0,10.0,10,+1 Lap,1.0,2020,Spanish Grand Prix,6
RIC,Renault,13.0,11.0,11,+1 Lap,0.0,2020,Spanish Grand Prix,6
KVY,AlphaTauri,12.0,12.0,12,+1 Lap,0.0,2020,Spanish Grand Prix,6
OCO,Renault,15.0,13.0,13,+1 Lap,0.0,2020,Spanish Grand Prix,6
RAI,Alfa Romeo Racing,14.0,14.0,14,+1 Lap,0.0,2020,Spanish Grand Prix,6
MAG,Haas F1 Team,16.0,15.0,15,+1 Lap,0.0,2020,Spanish Grand Prix,6
GIO,Alfa Romeo Racing,20.0,16.0,16,+1 Lap,0.0,2020,Spanish Grand Prix,6
RUS,Williams,18.0,17.0,17,+1 Lap,0.0,2020,Spanish Grand Prix,6
LAT,Williams,19.0,18.0,18,+2 Laps,0.0,2020,Spanish Grand Prix,6
GRO,Haas F1 Team,17.0,19.0,19,+2 Laps,0.0,2020,Spanish Grand Prix,6
LEC,Ferrari,9.0,20.0,R,Electronics,0.0,2020,Spanish Grand Prix,6
HAM,Mercedes,1.0,1.0,1,Finished,25.0,2020,Belgian Grand Prix,7
BOT,Mercedes,2.0,2.0,2,Finished,18.0,2020,Belgian Grand Prix,7
VER,Red Bull Racing,3.0,3.0,3,Finished,15.0,2020,Belgian Grand Prix,7
RIC,Renault,4.0,4.0,4,Finished,13.0,2020,Belgian Grand Prix,7
OCO,Renault,6.0,5.0,5,Finished,10.0,2020,Belgian Grand Prix,7
ALB,Red Bull Racing,5.0,6.0,6,Finished,8.0,2020,Belgian Grand Prix,7
NOR,McLaren,10.0,7.0,7,Finished,6.0,2020,Belgian Grand Prix,7
GAS,AlphaTauri,12.0,8.0,8,Finished,4.0,2020,Belgian Grand Prix,7
STR,Racing Point,9.0,9.0,9,Finished,2.0,2020,Belgian Grand Prix,7
PER,Racing Point,8.0,10.0,10,Finished,1.0,2020,Belgian Grand Prix,7
KVY,AlphaTauri,11.0,11.0,11,Finished,0.0,2020,Belgian Grand Prix,7
RAI,Alfa Romeo Racing,16.0,12.0,12,Finished,0.0,2020,Belgian Grand Prix,7
VET,Ferrari,14.0,13.0,13,Finished,0.0,2020,Belgian Grand Prix,7
LEC,Ferrari,13.0,14.0,14,Finished,0.0,2020,Belgian Grand Prix,7
GRO,Haas F1 Team,17.0,15.0,15,Finished,0.0,2020,Belgian Grand Prix,7
LAT,Williams,19.0,16.0,16,Finished,0.0,2020,Belgian Grand Prix,7
MAG,Haas F1 Team,20.0,17.0,17,Finished,0.0,2020,Belgian Grand Prix,7
GIO,Alfa Romeo Racing,18.0,18.0,R,Accident,0.0,2020,Belgian Grand Prix,7
RUS,Williams,15.0,19.0,R,Debris,0.0,2020,Belgian Grand Prix,7
SAI,McLaren,7.0,20.0,W,Exhaust,0.0,2020,Belgian Grand Prix,7
GAS,AlphaTauri,10.0,1.0,1,Finished,25.0,2020,Italian Grand Prix,8
SAI,McLaren,3.0,2.0,2,Finished,18.0,2020,Italian Grand Prix,8
STR,Racing Point,8.0,3.0,3,Finished,15.0,2020,Italian Grand Prix,8
NOR,McLaren,6.0,4.0,4,Finished,12.0,2020,Italian Grand Prix,8
BOT,Mercedes,2.0,5.0,5,Finished,10.0,2020,Italian Grand Prix,8
RIC,Renault,7.0,6.0,6,Finished,8.0,2020,Italian Grand Prix,8
HAM,Mercedes,1.0,7.0,7,Finished,7.0,2020,Italian Grand Prix,8
OCO,Renault,12.0,8.0,8,Finished,4.0,2020,Italian Grand Prix,8
KVY,AlphaTauri,11.0,9.0,9,Finished,2.0,2020,Italian Grand Prix,8
PER,Racing Point,4.0,10.0,10,Finished,1.0,2020,Italian Grand Prix,8
LAT,Williams,20.0,11.0,11,Finished,0.0,2020,Italian Grand Prix,8
GRO,Haas F1 Team,16.0,12.0,12,Finished,0.0,2020,Italian Grand Prix,8
RAI,Alfa Romeo Racing,14.0,13.0,13,Finished,0.0,2020,Italian Grand Prix,8
RUS,Williams,19.0,14.0,14,Finished,0.0,2020,Italian Grand Prix,8
ALB,Red Bull Racing,9.0,15.0,15,Finished,0.0,2020,Italian Grand Prix,8
GIO,Alfa Romeo Racing,18.0,16.0,16,Finished,0.0,2020,Italian Grand Prix,8
VER,Red Bull Racing,5.0,17.0,R,Power Unit,0.0,2020,Italian Grand Prix,8
LEC,Ferrari,13.0,18.0,R,Accident,0.0,2020,Italian Grand Prix,8
MAG,Haas F1 Team,15.0,19.0,R,Power Unit,0.0,2020,Italian Grand Prix,8
VET,Ferrari,17.0,20.0,R,Brakes,0.0,2020,Italian Grand Prix,8
HAM,Mercedes,1.0,1.0,1,Finished,26.0,2020,Tuscan Grand Prix,9
BOT,Mercedes,2.0,2.0,2,Finished,18.0,2020,Tuscan Grand Prix,9
ALB,Red Bull Racing,4.0,3.0,3,Finished,15.0,2020,Tuscan Grand Prix,9
RIC,Renault,8.0,4.0,4,Finished,12.0,2020,Tuscan Grand Prix,9
PER,Racing Point,7.0,5.0,5,Finished,10.0,2020,Tuscan Grand Prix,9
NOR,McLaren,11.0,6.0,6,Finished,8.0,2020,Tuscan Grand Prix,9
KVY,AlphaTauri,12.0,7.0,7,Finished,6.0,2020,Tuscan Grand Prix,9
LEC,Ferrari,5.0,8.0,8,Finished,4.0,2020,Tuscan Grand Prix,9
RAI,Alfa Romeo Racing,13.0,9.0,9,Finished,2.0,2020,Tuscan Grand Prix,9
VET,Ferrari,14.0,10.0,10,Finished,1.0,2020,Tuscan Grand Prix,9
RUS,Williams,18.0,11.0,11,Finished,0.0,2020,Tuscan Grand Prix,9
GRO,Haas F1 Team,15.0,12.0,12,Finished,0.0,2020,Tuscan Grand Prix,9
STR,Racing Point,6.0,13.0,R,Puncture,0.0,2020,Tuscan Grand Prix,9
OCO,Renault,10.0,14.0,R,Brakes,0.0,2020,Tuscan Grand Prix,9
LAT,Williams,19.0,15.0,R,Collision,0.0,2020,Tuscan Grand Prix,9
MAG,Haas F1 Team,20.0,16.0,R,Collision,0.0,2020,Tuscan Grand Prix,9
GIO,Alfa Romeo Racing,17.0,17.0,R,Collision,0.0,2020,Tuscan Grand Prix,9
SAI,McLaren,9.0,18.0,R,Collision,0.0,2020,Tuscan Grand Prix,9
VER,Red Bull Racing,3.0,19.0,R,Collision,0.0,2020,Tuscan Grand Prix,9
GAS,AlphaTauri,16.0,20.0,R,Collision,0.0,2020,Tuscan Grand Prix,9
BOT,Mercedes,3.0,1.0,1,Finished,26.0,2020,Russian Grand Prix,10
VER,Red Bull Racing,2.0,2.0,2,Finished,18.0,2020,Russian Grand Prix,10
HAM,Mercedes,1.0,3.0,3,Finished,15.0,2020,Russian Grand Prix,10
PER,Racing Point,4.0,4.0,4,Finished,12.0,2020,Russian Grand Prix,10
RIC,Renault,5.0,5.0,5,Finished,10.0,2020,Russian Grand Prix,10
LEC,Ferrari,10.0,6.0,6,Finished,8.0,2020,Russian Grand Prix,10
OCO,Renault,7.0,7.0,7,Finished,6.0,2020,Russian Grand Prix,10
KVY,AlphaTauri,11.0,8.0,8,Finished,4.0,2020,Russian Grand Prix,10
GAS,AlphaTauri,9.0,9.0,9,Finished,2.0,2020,Russian Grand Prix,10
ALB,Red Bull Racing,15.0,10.0,10,Finished,1.0,2020,Russian Grand Prix,10
GIO,Alfa Romeo Racing,17.0,11.0,11,+1 Lap,0.0,2020,Russian Grand Prix,10
MAG,Haas F1 Team,18.0,12.0,12,+1 Lap,0.0,2020,Russian Grand Prix,10
VET,Ferrari,14.0,13.0,13,+1 Lap,0.0,2020,Russian Grand Prix,10
RAI,Alfa Romeo Racing,19.0,14.0,14,+1 Lap,0.0,2020,Russian Grand Prix,10
NOR,McLaren,8.0,15.0,15,+1 Lap,0.0,2020,Russian Grand Prix,10
LAT,Williams,20.0,16.0,16,+1 Lap,0.0,2020,Russian Grand Prix,10
GRO,Haas F1 Team,16.0,17.0,17,+1 Lap,0.0,2020,Russian Grand Prix,10
RUS,Williams,13.0,18.0,18,+1 Lap,0.0,2020,Russian Grand Prix,10
SAI,McLaren,6.0,19.0,R,Accident,0.0,2020,Russian Grand Prix,10
STR,Racing Point,12.0,20.0,R,Collision,0.0,2020,Russian Grand Prix,10
HAM,Mercedes,2.0,1.0,1,Finished,25.0,2020,Eifel Grand Prix,11
VER,Red Bull Racing,3.0,2.0,2,Finished,19.0,2020,Eifel Grand Prix,11
RIC,Renault,6.0,3.0,3,Finished,15.0,2020,Eifel Grand Prix,11
PER,Racing Point,9.0,4.0,4,Finished,12.0,2020,Eifel Grand Prix,11
SAI,McLaren,10.0,5.0,5,Finished,10.0,2020,Eifel Grand Prix,11
GAS,AlphaTauri,12.0,6.0,6,Finished,8.0,2020,Eifel Grand Prix,11
LEC,Ferrari,4.0,7.0,7,Finished,6.0,2020,Eifel Grand Prix,11
HUL,Racing Point,20.0,8.0,8,Finished,4.0,2020,Eifel Grand Prix,11
GRO,Haas F1 Team,16.0,9.0,9,Finished,2.0,2020,Eifel Grand Prix,11
GIO,Alfa Romeo Racing,14.0,10.0,10,Finished,1.0,2020,Eifel Grand Prix,11
VET,Ferrari,11.0,11.0,11,Finished,0.0,2020,Eifel Grand Prix,11
RAI,Alfa Romeo Racing,19.0,12.0,12,Finished,0.0,2020,Eifel Grand Prix,11
MAG,Haas F1 Team,15.0,13.0,13,Finished,0.0,2020,Eifel Grand Prix,11
LAT,Williams,18.0,14.0,14,Finished,0.0,2020,Eifel Grand Prix,11
KVY,AlphaTauri,13.0,15.0,15,Finished,0.0,2020,Eifel Grand Prix,11
NOR,McLaren,8.0,16.0,R,Power Unit,0.0,2020,Eifel Grand Prix,11
ALB,Red Bull Racing,5.0,17.0,R,Radiator,0.0,2020,Eifel Grand Prix,11
OCO,Renault,7.0,18.0,R,Gearbox,0.0,2020,Eifel Grand Prix,11
BOT,Mercedes,1.0,19.0,R,Power Unit,0.0,2020,Eifel Grand Prix,11
RUS,Williams,17.0,20.0,R,Collision,0.0,2020,Eifel Grand Prix,11
HAM,Mercedes,1.0,1.0,1,Finished,26.0,2020,Portuguese Grand Prix,12
BOT,Mercedes,2.0,2.0,2,Finished,18.0,2020,Portuguese Grand Prix,12
VER,Red Bull Racing,3.0,3.0,3,Finished,15.0,2020,Portuguese Grand Prix,12
LEC,Ferrari,4.0,4.0,4,Finished,12.0,2020,Portuguese Grand Prix,12
GAS,AlphaTauri,9.0,5.0,5,+1 Lap,10.0,2020,Portuguese Grand Prix,12
SAI,McLaren,7.0,6.0,6,+1 Lap,8.0,2020,Portuguese Grand Prix,12
PER,Racing Point,5.0,7.0,7,+1 Lap,6.0,2020,Portuguese Grand Prix,12
OCO,Renault,11.0,8.0,8,+1 Lap,4.0,2020,Portuguese Grand Prix,12
RIC,Renault,10.0,9.0,9,+1 Lap,2.0,2020,Portuguese Grand Prix,12
VET,Ferrari,15.0,10.0,10,+1 Lap,1.0,2020,Portuguese Grand Prix,12
RAI,Alfa Romeo Racing,16.0,11.0,11,+1 Lap,0.0,2020,Portuguese Grand Prix,12
ALB,Red Bull Racing,6.0,12.0,12,+1 Lap,0.0,2020,Portuguese Grand Prix,12
NOR,McLaren,8.0,13.0,13,+1 Lap,0.0,2020,Portuguese Grand Prix,12
RUS,Williams,14.0,14.0,14,+1 Lap,0.0,2020,Portuguese Grand Prix,12
GIO,Alfa Romeo Racing,17.0,15.0,15,+1 Lap,0.0,2020,Portuguese Grand Prix,12
MAG,Haas F1 Team,19.0,16.0,16,+1 Lap,0.0,2020,Portuguese Grand Prix,12
GRO,Haas F1 Team,18.0,17.0,17,+1 Lap,0.0,2020,Portuguese Grand Prix,12
LAT,Williams,20.0,18.0,18,+2 Laps,0.0,2020,Portuguese Grand Prix,12
KVY,AlphaTauri,13.0,19.0,19,+2 Laps,0.0,2020,Portuguese Grand Prix,12
STR,Racing Point,12.0,20.0,R,Collision damage,0.0,2020,Portuguese Grand Prix,12
HAM,Mercedes,2.0,1.0,1,Finished,26.0,2020,Emilia Romagna Grand Prix,13
BOT,Mercedes,1.0,2.0,2,Finished,18.0,2020,Emilia Romagna Grand Prix,13
RIC,Renault,5.0,3.0,3,Finished,15.0,2020,Emilia Romagna Grand Prix,13
KVY,AlphaTauri,8.0,4.0,4,Finished,12.0,2020,Emilia Romagna Grand Prix,13
LEC,Ferrari,7.0,5.0,5,Finished,10.0,2020,Emilia Romagna Grand Prix,13
PER,Racing Point,11.0,6.0,6,Finished,8.0,2020,Emilia Romagna Grand Prix,13
SAI,McLaren,10.0,7.0,7,Finished,6.0,2020,Emilia Romagna Grand Prix,13
NOR,McLaren,9.0,8.0,8,Finished,4.0,2020,Emilia Romagna Grand Prix,13
RAI,Alfa Romeo Racing,18.0,9.0,9,Finished,2.0,2020,Emilia Romagna Grand Prix,13
GIO,Alfa Romeo Racing,20.0,10.0,10,Finished,1.0,2020,Emilia Romagna Grand Prix,13
LAT,Williams,19.0,11.0,11,Finished,0.0,2020,Emilia Romagna Grand Prix,13
VET,Ferrari,14.0,12.0,12,Finished,0.0,2020,Emilia Romagna Grand Prix,13
STR,Racing Point,15.0,13.0,13,Finished,0.0,2020,Emilia Romagna Grand Prix,13
GRO,Haas F1 Team,16.0,14.0,14,Finished,0.0,2020,Emilia Romagna Grand Prix,13
ALB,Red Bull Racing,6.0,15.0,15,Finished,0.0,2020,Emilia Romagna Grand Prix,13
RUS,Williams,13.0,16.0,R,Accident,0.0,2020,Emilia Romagna Grand Prix,13
VER,Red Bull Racing,3.0,17.0,R,Puncture,0.0,2020,Emilia Romagna Grand Prix,13
MAG,Haas F1 Team,17.0,18.0,R,Illness,0.0,2020,Emilia Romagna Grand Prix,13
OCO,Renault,12.0,19.0,R,Gearbox,0.0,2020,Emilia Romagna Grand Prix,13
GAS,AlphaTauri,4.0,20.0,R,Water pressure,0.0,2020,Emilia Romagna Grand Prix,13
HAM,Mercedes,6.0,1.0,1,Finished,25.0,2020,Turkish Grand Prix,14
PER,Racing Point,3.0,2.0,2,Finished,18.0,2020,Turkish Grand Prix,14
VET,Ferrari,11.0,3.0,3,Finished,15.0,2020,Turkish Grand Prix,14
LEC,Ferrari,12.0,4.0,4,Finished,12.0,2020,Turkish Grand Prix,14
SAI,McLaren,15.0,5.0,5,Finished,10.0,2020,Turkish Grand Prix,14
VER,Red Bull Racing,2.0,6.0,6,Finished,8.0,2020,Turkish Grand Prix,14
ALB,Red Bull Racing,4.0,7.0,7,Finished,6.0,2020,Turkish Grand Prix,14
NOR,McLaren,14.0,8.0,8,Finished,5.0,2020,Turkish Grand Prix,14
STR,Racing Point,1.0,9.0,9,Finished,2.0,2020,Turkish Grand Prix,14
RIC,Renault,5.0,10.0,10,Finished,1.0,2020,Turkish Grand Prix,14
OCO,Renault,7.0,11.0,11,+1 Lap,0.0,2020,Turkish Grand Prix,14
KVY,AlphaTauri,16.0,12.0,12,+1 Lap,0.0,2020,Turkish Grand Prix,14
GAS,AlphaTauri,19.0,13.0,13,+1 Lap,0.0,2020,Turkish Grand Prix,14
BOT,Mercedes,9.0,14.0,14,+1 Lap,0.0,2020,Turkish Grand Prix,14
RAI,Alfa Romeo Racing,8.0,15.0,15,+1 Lap,0.0,2020,Turkish Grand Prix,14
RUS,Williams,0.0,16.0,16,+1 Lap,0.0,2020,Turkish Grand Prix,14
MAG,Haas F1 Team,13.0,17.0,17,Withdrew,0.0,2020,Turkish Grand Prix,14
GRO,Haas F1 Team,17.0,18.0,R,Collision damage,0.0,2020,Turkish Grand Prix,14
LAT,Williams,0.0,19.0,R,Collision damage,0.0,2020,Turkish Grand Prix,14
GIO,Alfa Romeo Racing,10.0,20.0,R,Gearbox,0.0,2020,Turkish Grand Prix,14
HAM,Mercedes,1.0,1.0,1,Finished,25.0,2020,Bahrain Grand Prix,15
VER,Red Bull Racing,3.0,2.0,2,Finished,19.0,2020,Bahrain Grand Prix,15
ALB,Red Bull Racing,4.0,3.0,3,Finished,15.0,2020,Bahrain Grand Prix,15
NOR,McLaren,9.0,4.0,4,Finished,12.0,2020,Bahrain Grand Prix,15
SAI,McLaren,15.0,5.0,5,Finished,10.0,2020,Bahrain Grand Prix,15
GAS,AlphaTauri,8.0,6.0,6,Finished,8.0,2020,Bahrain Grand Prix,15
RIC,Renault,6.0,7.0,7,Finished,6.0,2020,Bahrain Grand Prix,15
BOT,Mercedes,2.0,8.0,8,Finished,4.0,2020,Bahrain Grand Prix,15
OCO,Renault,7.0,9.0,9,Finished,2.0,2020,Bahrain Grand Prix,15
LEC,Ferrari,12.0,10.0,10,+1 Lap,1.0,2020,Bahrain Grand Prix,15
KVY,AlphaTauri,10.0,11.0,11,+1 Lap,0.0,2020,Bahrain Grand Prix,15
RUS,Williams,14.0,12.0,12,+1 Lap,0.0,2020,Bahrain Grand Prix,15
VET,Ferrari,11.0,13.0,13,+1 Lap,0.0,2020,Bahrain Grand Prix,15
LAT,Williams,20.0,14.0,14,+1 Lap,0.0,2020,Bahrain Grand Prix,15
RAI,Alfa Romeo Racing,17.0,15.0,15,+1 Lap,0.0,2020,Bahrain Grand Prix,15
GIO,Alfa Romeo Racing,16.0,16.0,16,+1 Lap,0.0,2020,Bahrain Grand Prix,15
MAG,Haas F1 Team,18.0,17.0,17,+1 Lap,0.0,2020,Bahrain Grand Prix,15
PER,Racing Point,5.0,18.0,18,Engine,0.0,2020,Bahrain Grand Prix,15
STR,Racing Point,13.0,19.0,R,Collision,0.0,2020,Bahrain Grand Prix,15
GRO,Haas F1 Team,19.0,20.0,R,Collision,0.0,2020,Bahrain Grand Prix,15
PER,Racing Point,5.0,1.0,1,Finished,25.0,2020,Sakhir Grand Prix,16
OCO,Renault,11.0,2.0,2,Finished,18.0,2020,Sakhir Grand Prix,16
STR,Racing Point,10.0,3.0,3,Finished,15.0,2020,Sakhir Grand Prix,16
SAI,McLaren,8.0,4.0,4,Finished,12.0,2020,Sakhir Grand Prix,16
RIC,Renault,7.0,5.0,5,Finished,10.0,2020,Sakhir Grand Prix,16
ALB,Red Bull Racing,12.0,6.0,6,Finished,8.0,2020,Sakhir Grand Prix,16
KVY,AlphaTauri,6.0,7.0,7,Finished,6.0,2020,Sakhir Grand Prix,16
BOT,Mercedes,1.0,8.0,8,Finished,4.0,2020,Sakhir Grand Prix,16
RUS,Mercedes,2.0,9.0,9,Finished,3.0,2020,Sakhir Grand Prix,16
NOR,McLaren,19.0,10.0,10,Finished,1.0,2020,Sakhir Grand Prix,16
GAS,AlphaTauri,9.0,11.0,11,Finished,0.0,2020,Sakhir Grand Prix,16
VET,Ferrari,13.0,12.0,12,Finished,0.0,2020,Sakhir Grand Prix,16
GIO,Alfa Romeo Racing,14.0,13.0,13,Finished,0.0,2020,Sakhir Grand Prix,16
RAI,Alfa Romeo Racing,18.0,14.0,14,Finished,0.0,2020,Sakhir Grand Prix,16
MAG,Haas F1 Team,15.0,15.0,15,Finished,0.0,2020,Sakhir Grand Prix,16
AIT,Williams,17.0,16.0,16,Finished,0.0,2020,Sakhir Grand Prix,16
FIT,Haas F1 Team,20.0,17.0,17,Finished,0.0,2020,Sakhir Grand Prix,16
LAT,Williams,16.0,18.0,R,Engine,0.0,2020,Sakhir Grand Prix,16
VER,Red Bull Racing,3.0,19.0,R,Accident,0.0,2020,Sakhir Grand Prix,16
LEC,Ferrari,4.0,20.0,R,Collision,0.0,2020,Sakhir Grand Prix,16
VER,Red Bull Racing,1.0,1.0,1,Finished,25.0,2020,Abu Dhabi Grand Prix,17
BOT,Mercedes,2.0,2.0,2,Finished,18.0,2020,Abu Dhabi Grand Prix,17
HAM,Mercedes,3.0,3.0,3,Finished,15.0,2020,Abu Dhabi Grand Prix,17
ALB,Red Bull Racing,5.0,4.0,4,Finished,12.0,2020,Abu Dhabi Grand Prix,17
NOR,McLaren,4.0,5.0,5,Finished,10.0,2020,Abu Dhabi Grand Prix,17
SAI,McLaren,6.0,6.0,6,Finished,8.0,2020,Abu Dhabi Grand Prix,17
RIC,Renault,11.0,7.0,7,Finished,7.0,2020,Abu Dhabi Grand Prix,17
GAS,AlphaTauri,9.0,8.0,8,Finished,4.0,2020,Abu Dhabi Grand Prix,17
OCO,Renault,10.0,9.0,9,Finished,2.0,2020,Abu Dhabi Grand Prix,17
STR,Racing Point,8.0,10.0,10,Finished,1.0,2020,Abu Dhabi Grand Prix,17
KVY,AlphaTauri,7.0,11.0,11,+1 Lap,0.0,2020,Abu Dhabi Grand Prix,17
RAI,Alfa Romeo Racing,15.0,12.0,12,+1 Lap,0.0,2020,Abu Dhabi Grand Prix,17
LEC,Ferrari,12.0,13.0,13,+1 Lap,0.0,2020,Abu Dhabi Grand Prix,17
VET,Ferrari,13.0,14.0,14,+1 Lap,0.0,2020,Abu Dhabi Grand Prix,17
RUS,Williams,16.0,15.0,15,+1 Lap,0.0,2020,Abu Dhabi Grand Prix,17
GIO,Alfa Romeo Racing,14.0,16.0,16,+1 Lap,0.0,2020,Abu Dhabi Grand Prix,17
LAT,Williams,18.0,17.0,17,+1 Lap,0.0,2020,Abu Dhabi Grand Prix,17
MAG,Haas F1 Team,20.0,18.0,18,+1 Lap,0.0,2020,Abu Dhabi Grand Prix,17
FIT,Haas F1 Team,17.0,19.0,19,+2 Laps,0.0,2020,Abu Dhabi Grand Prix,17
PER,Racing Point,19.0,20.0,R,Transmission,0.0,2020,Abu Dhabi Grand Prix,17
HAM,Mercedes,2.0,1.0,1,Finished,25.0,2021,Bahrain Grand Prix,1
VER,Red Bull Racing,1.0,2.0,2,Finished,18.0,2021,Bahrain Grand Prix,1
BOT,Mercedes,3.0,3.0,3,Finished,16.0,2021,Bahrain Grand Prix,1
NOR,McLaren,7.0,4.0,4,Finished,12.0,2021,Bahrain Grand Prix,1
PER,Red Bull Racing,0.0,5.0,5,Finished,10.0,2021,Bahrain Grand Prix,1
LEC,Ferrari,4.0,6.0,6,Finished,8.0,2021,Bahrain Grand Prix,1
RIC,McLaren,6.0,7.0,7,Finished,6.0,2021,Bahrain Grand Prix,1
SAI,Ferrari,8.0,8.0,8,Finished,4.0,2021,Bahrain Grand Prix,1
TSU,AlphaTauri,13.0,9.0,9,Finished,2.0,2021,Bahrain Grand Prix,1
STR,Aston Martin,10.0,10.0,10,Finished,1.0,2021,Bahrain Grand Prix,1
RAI,Alfa Romeo Racing,14.0,11.0,11,Finished,0.0,2021,Bahrain Grand Prix,1
GIO,Alfa Romeo Racing,12.0,12.0,12,+1 Lap,0.0,2021,Bahrain Grand Prix,1
OCO,Alpine,16.0,13.0,13,+1 Lap,0.0,2021,Bahrain Grand Prix,1
RUS,Williams,15.0,14.0,14,+1 Lap,0.0,2021,Bahrain Grand Prix,1
VET,Aston Martin,20.0,15.0,15,+1 Lap,0.0,2021,Bahrain Grand Prix,1
